_id,rt,trial_type,trial_index,time_elapsed,internal_node_id,subject,study_id,session_id,__v,response,block,theword
ROW36491,3358,survey-multi-select,11,93178,0,P1177,STUDY0008,SESS1334,0,"{""Q0"":[""shape""]}",category_organization_semblocked,puppy
ROW36492,5185,html-button-response,9,83596,0,P1177,STUDY0008,SESS1334,0,0,category_section_intro,
ROW36493,4758,survey-multi-select,6,68138,0,P1177,STUDY0008,SESS1334,0,"{""Q0"":[""color"",""material""]}",category_organization_semblocked,glue (object)
ROW36494,5248,survey-multi-select,7,73387,0,P1177,STUDY0008,SESS1334,0,"{""Q0"":[""shape""]}",category_organization_semblocked,pen
ROW36495,5022,survey-multi-select,8,78410,0,P1177,STUDY0008,SESS1334,0,"{""Q0"":[""shape"",""material""]}",category_organization_semblocked,rake (object)
ROW36496,5039,survey-multi-select,13,101915,0,P1177,STUDY0008,SESS1334,0,"{""Q0"":[""shape"",""material""]}",category_organization_semblocked,belt
ROW36497,3015,survey-multi-select,14,104930,0,P1177,STUDY0008,SESS1334,0,"{""Q0"":[""shape"",""material""]}",category_organization_semblocked,ribbon
ROW36498,3697,html-button-response,12,96875,0,P1177,STUDY0008,SESS1334,0,0,category_section_intro,
ROW36499,2463,html-button-response,15,107394,0,P1177,STUDY0008,SESS1334,0,0,category_section_intro,
ROW36500,5463,survey-multi-select,16,112858,0,P1177,STUDY0008,SESS1334,0,"{""Q0"":[""shape"",""material""]}",category_organization_semblocked,table
ROW36501,1599,html-button-response,17,114458,0,P1177,STUDY0008,SESS1334,0,0,category_section_intro,
ROW36502,3895,survey-multi-select,20,134290,0,P1177,STUDY0008,SESS1334,0,"{""Q0"":[""shape"",""material""]}",category_organization_semblocked,meatball
ROW36503,8558,survey-multi-select,18,123018,0,P1177,STUDY0008,SESS1334,0,"{""Q0"":[""shape"",""material""]}",category_organization_semblocked,atole
ROW36504,7375,survey-multi-select,19,130394,0,P1177,STUDY0008,SESS1334,0,"{""Q0"":[""none of these""]}",category_organization_semblocked,food
ROW36505,2078,survey-multi-select,23,143898,0,P1177,STUDY0008,SESS1334,0,"{""Q0"":[""shape"",""material""]}",category_organization_semblocked,pie
ROW36506,3151,survey-multi-select,22,141819,0,P1177,STUDY0008,SESS1334,0,"{""Q0"":[""shape"",""material""]}",category_organization_semblocked,pie
ROW36507,4375,survey-multi-select,21,138666,0,P1177,STUDY0008,SESS1334,0,"{""Q0"":[""shape"",""color""]}",category_organization_semblocked,mushroom
ROW36508,2969,survey-multi-select,24,146867,0,P1177,STUDY0008,SESS1334,0,"{""Q0"":[""material""]}",category_organization_semblocked,smoothie
ROW36509,2735,survey-multi-select,28,168105,0,P1177,STUDY0008,SESS1334,0,"{""Q0"":[""material""]}",category_organization_semblocked,tissue
ROW36510,12550,survey-multi-select,25,159418,0,P1177,STUDY0008,SESS1334,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,watermelon
ROW36511,1776,html-button-response,26,161194,0,P1177,STUDY0008,SESS1334,0,0,category_section_intro,
ROW36512,4174,survey-multi-select,27,165369,0,P1177,STUDY0008,SESS1334,0,"{""Q0"":[""shape""]}",category_organization_semblocked,jar
ROW36513,3272,html-button-response,29,171378,0,P1177,STUDY0008,SESS1334,0,0,category_section_intro,
ROW36514,3936,survey-multi-select,30,175315,0,P1177,STUDY0008,SESS1334,0,"{""Q0"":[""color"",""material""]}",category_organization_semblocked,orange juice
ROW36515,1087,html-button-response,32,179634,0,P1177,STUDY0008,SESS1334,0,0,,
ROW36516,3231,survey-multi-select,31,178546,0,P1177,STUDY0008,SESS1334,0,"{""Q0"":[""none of these""]}",category_organization_semblocked,lavender
ROW36517,3848,instructions,33,183482,0,P1177,STUDY0008,SESS1334,0,,,
ROW36518,8931,html-button-response,1,12531,0,P1549,STUDY0008,SESS1341,0,0,precautions_survey,
ROW36519,3597,instructions,0,3599,0,P1549,STUDY0008,SESS1341,0,,,
ROW36520,10010,survey-multi-select,5,44211,0,P1549,STUDY0008,SESS1341,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,goal
ROW36521,4447,html-button-response,4,34199,0,P1549,STUDY0008,SESS1341,0,0,category_section_intro,
ROW36522,12265,html-button-response,2,24796,0,P1549,STUDY0008,SESS1341,0,0,vocabulary_classification_criteria,
ROW36523,4954,html-button-response,3,29751,0,P1549,STUDY0008,SESS1341,0,0,lavender_instruction,
ROW36524,3111,html-button-response,7,54435,0,P1549,STUDY0008,SESS1341,0,0,category_section_intro,
ROW36525,7110,survey-multi-select,6,51323,0,P1549,STUDY0008,SESS1341,0,"{""Q0"":[""material""]}",category_organization_semblocked,puppet
ROW36526,4573,survey-multi-select,8,59009,0,P1549,STUDY0008,SESS1341,0,"{""Q0"":[""shape""]}",category_organization_semblocked,swallow (animal)
ROW36527,1341,html-button-response,9,60350,0,P1549,STUDY0008,SESS1341,0,0,category_section_intro,
ROW36528,6164,survey-multi-select,10,66515,0,P1549,STUDY0008,SESS1341,0,"{""Q0"":[""shape"",""material""]}",category_organization_semblocked,beads
ROW36529,5424,survey-multi-select,11,71940,0,P1549,STUDY0008,SESS1341,0,"{""Q0"":[""material""]}",category_organization_semblocked,hair clip
ROW36530,4802,survey-multi-select,12,76743,0,P1549,STUDY0008,SESS1341,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,slipper
ROW36531,1311,html-button-response,13,78055,0,P1549,STUDY0008,SESS1341,0,0,category_section_intro,
ROW36532,5259,survey-multi-select,14,83315,0,P1549,STUDY0008,SESS1341,0,"{""Q0"":[""shape"",""material""]}",category_organization_semblocked,faucet
ROW36533,4436,survey-multi-select,15,87752,0,P1549,STUDY0008,SESS1341,0,"{""Q0"":[""shape"",""material""]}",category_organization_semblocked,hair dryer
ROW36534,6174,survey-multi-select,16,93927,0,P1549,STUDY0008,SESS1341,0,"{""Q0"":[""shape""]}",category_organization_semblocked,microwave
ROW36535,7478,survey-multi-select,17,101407,0,P1549,STUDY0008,SESS1341,0,"{""Q0"":[""none of these""]}",category_organization_semblocked,potty
ROW36536,6232,survey-multi-select,18,107640,0,P1549,STUDY0008,SESS1341,0,"{""Q0"":[""material""]}",category_organization_semblocked,wardrobe
ROW36537,1116,html-button-response,19,108757,0,P1549,STUDY0008,SESS1341,0,0,category_section_intro,
ROW36538,2940,survey-multi-select,20,111697,0,P1549,STUDY0008,SESS1341,0,"{""Q0"":[""color""]}",category_organization_semblocked,coffee
ROW36539,5897,survey-multi-select,21,117595,0,P1549,STUDY0008,SESS1341,0,"{""Q0"":[""color"",""material""]}",category_organization_semblocked,gum
ROW36540,4923,survey-multi-select,22,122519,0,P1549,STUDY0008,SESS1341,0,"{""Q0"":[""shape"",""color""]}",category_organization_semblocked,sausage
ROW36541,2374,html-button-response,23,124893,0,P1549,STUDY0008,SESS1341,0,0,category_section_intro,
ROW36542,4807,survey-multi-select,24,129700,0,P1549,STUDY0008,SESS1341,0,"{""Q0"":[""shape"",""material""]}",category_organization_semblocked,cushion
ROW36543,4487,survey-multi-select,25,134188,0,P1549,STUDY0008,SESS1341,0,"{""Q0"":[""shape"",""material""]}",category_organization_semblocked,dish
ROW36544,4445,survey-multi-select,26,138635,0,P1549,STUDY0008,SESS1341,0,"{""Q0"":[""shape"",""material""]}",category_organization_semblocked,sponge
ROW36545,6455,survey-multi-select,28,146195,0,P1549,STUDY0008,SESS1341,0,"{""Q0"":[""shape""]}",category_organization_semblocked,fireplace
ROW36546,1103,html-button-response,27,139738,0,P1549,STUDY0008,SESS1341,0,0,category_section_intro,
ROW36547,3503,survey-multi-select,29,149699,0,P1549,STUDY0008,SESS1341,0,"{""Q0"":[""shape""]}",category_organization_semblocked,sidewalk
ROW36548,1282,html-button-response,30,150981,0,P1549,STUDY0008,SESS1341,0,0,category_section_intro,
ROW36549,6539,survey-multi-select,31,157521,0,P1549,STUDY0008,SESS1341,0,"{""Q0"":[""color"",""material""]}",category_organization_semblocked,rug
ROW36550,2975,survey-multi-select,32,160497,0,P1549,STUDY0008,SESS1341,0,"{""Q0"":[""none of these""]}",category_organization_semblocked,lavender
ROW36551,1614,instructions,34,163409,0,P1549,STUDY0008,SESS1341,0,,,
ROW36552,1297,html-button-response,33,161794,0,P1549,STUDY0008,SESS1341,0,0,,
ROW36553,6777,instructions,0,6779,0,P0093,STUDY0008,SESS1336,0,,,
ROW36554,6871,html-button-response,3,46659,0,P0093,STUDY0008,SESS1336,0,0,lavender_instruction,
ROW36555,7527,html-button-response,4,54187,0,P0093,STUDY0008,SESS1336,0,0,category_section_intro,
ROW36556,12040,html-button-response,1,18821,0,P0093,STUDY0008,SESS1336,0,0,precautions_survey,
ROW36557,20965,html-button-response,2,39787,0,P0093,STUDY0008,SESS1336,0,0,vocabulary_classification_criteria,
ROW36558,12056,survey-multi-select,5,66245,0,P0093,STUDY0008,SESS1336,0,"{""Q0"":[""shape""]}",category_organization_semblocked,locomotive
ROW36559,5924,survey-multi-select,6,72172,0,P0093,STUDY0008,SESS1336,0,"{""Q0"":[""shape""]}",category_organization_semblocked,sled
ROW36560,6566,survey-multi-select,9,86270,0,P0093,STUDY0008,SESS1336,0,"{""Q0"":[""shape"",""material""]}",category_organization_semblocked,crayon
ROW36561,2635,html-button-response,10,88905,0,P0093,STUDY0008,SESS1336,0,0,category_section_intro,
ROW36562,3033,html-button-response,8,79702,0,P0093,STUDY0008,SESS1336,0,0,category_section_intro,
ROW36563,4494,survey-multi-select,7,76668,0,P0093,STUDY0008,SESS1336,0,"{""Q0"":[""shape""]}",category_organization_semblocked,tricycle
ROW36564,8961,survey-multi-select,11,97867,0,P0093,STUDY0008,SESS1336,0,"{""Q0"":[""shape"",""color""]}",category_organization_semblocked,alligator
ROW36565,3936,survey-multi-select,12,101805,0,P0093,STUDY0008,SESS1336,0,"{""Q0"":[""shape""]}",category_organization_semblocked,dinosaur
ROW36566,4899,survey-multi-select,13,106705,0,P0093,STUDY0008,SESS1336,0,"{""Q0"":[""shape""]}",category_organization_semblocked,hedgehog
ROW36567,3025,survey-multi-select,14,109732,0,P0093,STUDY0008,SESS1336,0,"{""Q0"":[""shape""]}",category_organization_semblocked,kangaroo
ROW36568,1130,html-button-response,16,116585,0,P0093,STUDY0008,SESS1336,0,0,category_section_intro,
ROW36569,5721,survey-multi-select,15,115455,0,P0093,STUDY0008,SESS1336,0,"{""Q0"":[""shape"",""color""]}",category_organization_semblocked,swallow (animal)
ROW36570,6475,survey-multi-select,17,123061,0,P0093,STUDY0008,SESS1336,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,clothes
ROW36571,3908,survey-multi-select,18,126971,0,P0093,STUDY0008,SESS1336,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,sweater
ROW36572,1280,html-button-response,19,128252,0,P0093,STUDY0008,SESS1336,0,0,category_section_intro,
ROW36573,4001,survey-multi-select,21,149367,0,P0093,STUDY0008,SESS1336,0,"{""Q0"":[""shape""]}",category_organization_semblocked,hair dryer
ROW36574,17111,survey-multi-select,20,145365,0,P0093,STUDY0008,SESS1336,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,drawer
ROW36575,8741,survey-multi-select,22,158109,0,P0093,STUDY0008,SESS1336,0,"{""Q0"":[""shape"",""material""]}",category_organization_semblocked,window
ROW36576,1992,html-button-response,23,160102,0,P0093,STUDY0008,SESS1336,0,0,category_section_intro,
ROW36577,4146,survey-multi-select,26,169934,0,P0093,STUDY0008,SESS1336,0,"{""Q0"":[""shape"",""material""]}",category_organization_semblocked,blanket
ROW36578,4488,survey-multi-select,24,164592,0,P0093,STUDY0008,SESS1336,0,"{""Q0"":[""material""]}",category_organization_semblocked,vinegar
ROW36579,1194,html-button-response,25,165787,0,P0093,STUDY0008,SESS1336,0,0,category_section_intro,
ROW36580,1369,html-button-response,29,180626,0,P0093,STUDY0008,SESS1336,0,0,category_section_intro,
ROW36581,3718,survey-multi-select,28,179256,0,P0093,STUDY0008,SESS1336,0,"{""Q0"":[""shape"",""material""]}",category_organization_semblocked,soap
ROW36582,5602,survey-multi-select,27,175538,0,P0093,STUDY0008,SESS1336,0,"{""Q0"":[""shape""]}",category_organization_semblocked,light (object)
ROW36583,3057,survey-multi-select,31,186998,0,P0093,STUDY0008,SESS1336,0,"{""Q0"":[""shape""]}",category_organization_semblocked,tower
ROW36584,3312,survey-multi-select,30,183940,0,P0093,STUDY0008,SESS1336,0,"{""Q0"":[""shape""]}",category_organization_semblocked,sailboat
ROW36585,1355,html-button-response,33,190622,0,P0093,STUDY0008,SESS1336,0,0,,
ROW36586,2267,survey-multi-select,32,189267,0,P0093,STUDY0008,SESS1336,0,"{""Q0"":[""none of these""]}",category_organization_semblocked,lavender
ROW36587,3118,instructions,34,193741,0,P0093,STUDY0008,SESS1336,0,,,
ROW36588,7575,instructions,0,7579,0,P1876,STUDY0008,SESS1338,0,,,
ROW36589,2619,html-button-response,1,10201,0,P1876,STUDY0008,SESS1338,0,0,precautions_survey,
ROW36590,28779,html-button-response,2,38982,0,P1876,STUDY0008,SESS1338,0,0,vocabulary_classification_criteria,
ROW36591,7312,html-button-response,3,46296,0,P1876,STUDY0008,SESS1338,0,0,lavender_instruction,
ROW36592,11252,html-button-response,4,57550,0,P1876,STUDY0008,SESS1338,0,0,category_section_intro,
ROW36593,9186,survey-multi-select,5,66860,0,P1876,STUDY0008,SESS1338,0,"{""Q0"":[""shape""]}",category_organization_semblocked,cassava
ROW36594,4763,survey-multi-select,6,71627,0,P1876,STUDY0008,SESS1338,0,"{""Q0"":[""shape""]}",category_organization_semblocked,lollipop
ROW36595,5385,survey-multi-select,7,77016,0,P1876,STUDY0008,SESS1338,0,"{""Q0"":[""color""]}",category_organization_semblocked,milk
ROW36596,3917,survey-multi-select,9,88900,0,P1876,STUDY0008,SESS1338,0,"{""Q0"":[""material""]}",category_organization_semblocked,peanut
ROW36597,7960,survey-multi-select,8,84979,0,P1876,STUDY0008,SESS1338,0,"{""Q0"":[""shape""]}",category_organization_semblocked,papaya
ROW36598,5206,survey-multi-select,10,94110,0,P1876,STUDY0008,SESS1338,0,"{""Q0"":[""material""]}",category_organization_semblocked,sauce
ROW36599,5237,survey-multi-select,11,99352,0,P1876,STUDY0008,SESS1338,0,"{""Q0"":[""shape"",""color""]}",category_organization_semblocked,tarhana
ROW36600,3380,survey-multi-select,12,102735,0,P1876,STUDY0008,SESS1338,0,"{""Q0"":[""shape""]}",category_organization_semblocked,tuna
ROW36601,15330,html-button-response,13,118068,0,P1876,STUDY0008,SESS1338,0,0,category_section_intro,
ROW36602,6776,survey-multi-select,14,124850,0,P1876,STUDY0008,SESS1338,0,"{""Q0"":[""shape""]}",category_organization_semblocked,belly button
ROW36603,5257,survey-multi-select,15,130111,0,P1876,STUDY0008,SESS1338,0,"{""Q0"":[""shape""]}",category_organization_semblocked,hip
ROW36604,5982,survey-multi-select,16,136097,0,P1876,STUDY0008,SESS1338,0,"{""Q0"":[""color"",""material""]}",category_organization_semblocked,tooth
ROW36605,2950,html-button-response,17,139048,0,P1876,STUDY0008,SESS1338,0,0,category_section_intro,
ROW36606,4909,survey-multi-select,18,143962,0,P1876,STUDY0008,SESS1338,0,"{""Q0"":[""material""]}",category_organization_semblocked,mop (object)
ROW36607,4345,survey-multi-select,19,148309,0,P1876,STUDY0008,SESS1338,0,"{""Q0"":[""material""]}",category_organization_semblocked,napkin
ROW36608,3304,survey-multi-select,20,151617,0,P1876,STUDY0008,SESS1338,0,"{""Q0"":[""material""]}",category_organization_semblocked,rope
ROW36609,3800,survey-multi-select,21,155421,0,P1876,STUDY0008,SESS1338,0,"{""Q0"":[""material""]}",category_organization_semblocked,teapot
ROW36610,3669,survey-multi-select,22,159095,0,P1876,STUDY0008,SESS1338,0,"{""Q0"":[""material""]}",category_organization_semblocked,thing
ROW36611,2021,html-button-response,23,161117,0,P1876,STUDY0008,SESS1338,0,0,category_section_intro,
ROW36612,4913,survey-multi-select,24,166034,0,P1876,STUDY0008,SESS1338,0,"{""Q0"":[""material""]}",category_organization_semblocked,pipe
ROW36613,7217,survey-multi-select,26,176600,0,P1876,STUDY0008,SESS1338,0,"{""Q0"":[""shape""]}",category_organization_semblocked,wind
ROW36614,3342,survey-multi-select,25,169379,0,P1876,STUDY0008,SESS1338,0,"{""Q0"":[""material""]}",category_organization_semblocked,snow
ROW36615,2040,html-button-response,27,178641,0,P1876,STUDY0008,SESS1338,0,0,category_section_intro,
ROW36616,4106,survey-multi-select,29,187902,0,P1876,STUDY0008,SESS1338,0,"{""Q0"":[""none of these""]}",category_organization_semblocked,lavender
ROW36617,5148,survey-multi-select,28,183793,0,P1876,STUDY0008,SESS1338,0,"{""Q0"":[""shape""]}",category_organization_semblocked,llama
ROW36618,1841,html-button-response,30,189745,0,P1876,STUDY0008,SESS1338,0,0,,
ROW36619,3503,instructions,31,193249,0,P1876,STUDY0008,SESS1338,0,,,
ROW36620,7652,instructions,0,7654,0,P1889,STUDY0008,SESS1335,0,,,
ROW36621,8199,html-button-response,1,15855,0,P1889,STUDY0008,SESS1335,0,0,precautions_survey,
ROW36622,12356,html-button-response,4,46760,0,P1889,STUDY0008,SESS1335,0,0,category_section_intro,
ROW36623,11930,html-button-response,2,27787,0,P1889,STUDY0008,SESS1335,0,0,vocabulary_classification_criteria,
ROW36624,7952,survey-multi-select,5,54717,0,P1889,STUDY0008,SESS1335,0,"{""Q0"":[""shape"",""material""]}",category_organization_semblocked,bubbles
ROW36625,6613,html-button-response,3,34402,0,P1889,STUDY0008,SESS1335,0,0,lavender_instruction,
ROW36626,6195,html-button-response,6,60913,0,P1889,STUDY0008,SESS1335,0,0,category_section_intro,
ROW36627,6428,html-button-response,8,77147,0,P1889,STUDY0008,SESS1335,0,0,category_section_intro,
ROW36628,9801,survey-multi-select,7,70717,0,P1889,STUDY0008,SESS1335,0,"{""Q0"":[""none of these""]}",category_organization_semblocked,piglet
ROW36629,5004,survey-multi-select,10,99044,0,P1889,STUDY0008,SESS1335,0,"{""Q0"":[""shape""]}",category_organization_semblocked,drawer
ROW36630,3310,survey-multi-select,11,102356,0,P1889,STUDY0008,SESS1335,0,"{""Q0"":[""shape""]}",category_organization_semblocked,rocking chair
ROW36631,16888,survey-multi-select,9,94037,0,P1889,STUDY0008,SESS1335,0,"{""Q0"":[""none of these""]}",category_organization_semblocked,bench
ROW36632,2878,survey-multi-select,12,105237,0,P1889,STUDY0008,SESS1335,0,"{""Q0"":[""shape""]}",category_organization_semblocked,table
ROW36633,5857,html-button-response,13,111096,0,P1889,STUDY0008,SESS1335,0,0,category_section_intro,
ROW36634,8482,survey-multi-select,14,119580,0,P1889,STUDY0008,SESS1335,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,apricot
ROW36635,8508,survey-multi-select,15,128091,0,P1889,STUDY0008,SESS1335,0,"{""Q0"":[""shape"",""material""]}",category_organization_semblocked,biscuit
ROW36636,4972,survey-multi-select,18,146061,0,P1889,STUDY0008,SESS1335,0,"{""Q0"":[""material""]}",category_organization_semblocked,soy sauce
ROW36637,6640,survey-multi-select,17,141086,0,P1889,STUDY0008,SESS1335,0,"{""Q0"":[""shape"",""material""]}",category_organization_semblocked,pastry
ROW36638,3889,html-button-response,19,149951,0,P1889,STUDY0008,SESS1335,0,0,category_section_intro,
ROW36639,6536,survey-multi-select,20,156490,0,P1889,STUDY0008,SESS1335,0,"{""Q0"":[""shape""]}",category_organization_semblocked,back
ROW36640,6351,survey-multi-select,16,134444,0,P1889,STUDY0008,SESS1335,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,orange (food)
ROW36641,2981,survey-multi-select,21,159473,0,P1889,STUDY0008,SESS1335,0,"{""Q0"":[""shape""]}",category_organization_semblocked,gut
ROW36642,3191,html-button-response,22,162666,0,P1889,STUDY0008,SESS1335,0,0,category_section_intro,
ROW36643,7923,survey-multi-select,23,170591,0,P1889,STUDY0008,SESS1335,0,"{""Q0"":[""shape"",""material""]}",category_organization_semblocked,pacifier
ROW36644,4587,survey-multi-select,24,175181,0,P1889,STUDY0008,SESS1335,0,"{""Q0"":[""shape""]}",category_organization_semblocked,vacuum cleaner
ROW36645,6872,survey-multi-select,25,182056,0,P1889,STUDY0008,SESS1335,0,"{""Q0"":[""shape""]}",category_organization_semblocked,watch (object)
ROW36646,24740,instructions,0,24740,0,P1846,STUDY0008,SESS1288,0,,,
ROW36647,7851,html-button-response,1,32593,0,P1846,STUDY0008,SESS1288,0,0,precautions_survey,
ROW36648,19113,html-button-response,2,51706,0,P1846,STUDY0008,SESS1288,0,0,vocabulary_classification_criteria,
ROW36649,321178,html-button-response,3,372869,0,P1846,STUDY0008,SESS1288,0,0,lavender_instruction,
ROW36650,200026,html-button-response,4,572885,0,P1846,STUDY0008,SESS1288,0,0,category_section_intro,
ROW36651,6746,survey-multi-select,5,579637,0,P1846,STUDY0008,SESS1288,0,"{""Q0"":[""shape""]}",category_organization_semblocked,ship
ROW36652,3662,html-button-response,6,583300,0,P1846,STUDY0008,SESS1288,0,0,category_section_intro,
ROW36653,4617,survey-multi-select,7,587918,0,P1846,STUDY0008,SESS1288,0,"{""Q0"":[""color""]}",category_organization_semblocked,painting
ROW36654,4914,survey-multi-select,8,592835,0,P1846,STUDY0008,SESS1288,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,pen/pencil
ROW36655,3004,html-button-response,9,595840,0,P1846,STUDY0008,SESS1288,0,0,category_section_intro,
ROW36656,3465,survey-multi-select,11,603318,0,P1846,STUDY0008,SESS1288,0,"{""Q0"":[""shape"",""color""]}",category_organization_semblocked,crow
ROW36657,4009,survey-multi-select,10,599851,0,P1846,STUDY0008,SESS1288,0,"{""Q0"":[""shape"",""color""]}",category_organization_semblocked,crocodile
ROW36658,5582,survey-multi-select,13,611435,0,P1846,STUDY0008,SESS1288,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,bathroom
ROW36659,2532,html-button-response,12,605851,0,P1846,STUDY0008,SESS1288,0,0,category_section_intro,
ROW36660,1433,html-button-response,14,612869,0,P1846,STUDY0008,SESS1288,0,0,category_section_intro,
ROW36661,3580,survey-multi-select,15,616451,0,P1846,STUDY0008,SESS1288,0,"{""Q0"":[""shape"",""color""]}",category_organization_semblocked,pork
ROW36662,1031,html-button-response,17,622018,0,P1846,STUDY0008,SESS1288,0,0,category_section_intro,
ROW36663,4533,survey-multi-select,16,620985,0,P1846,STUDY0008,SESS1288,0,"{""Q0"":[""color""]}",category_organization_semblocked,sour cream
ROW36664,5298,survey-multi-select,18,627317,0,P1846,STUDY0008,SESS1288,0,"{""Q0"":[""shape"",""color""]}",category_organization_semblocked,brain
ROW36665,4565,survey-multi-select,19,631884,0,P1846,STUDY0008,SESS1288,0,"{""Q0"":[""shape""]}",category_organization_semblocked,chin
ROW36666,2332,html-button-response,20,634218,0,P1846,STUDY0008,SESS1288,0,0,category_section_intro,
ROW36667,5705,survey-multi-select,21,639924,0,P1846,STUDY0008,SESS1288,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,bandaid
ROW36668,2979,survey-multi-select,23,646033,0,P1846,STUDY0008,SESS1288,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,rag
ROW36669,3127,survey-multi-select,22,643052,0,P1846,STUDY0008,SESS1288,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,coin
ROW36670,4182,survey-multi-select,24,650217,0,P1846,STUDY0008,SESS1288,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,towel
ROW36671,6085,survey-multi-select,25,656303,0,P1846,STUDY0008,SESS1288,0,"{""Q0"":[""material""]}",category_organization_semblocked,trash
ROW36672,3300,survey-multi-select,28,662918,0,P1846,STUDY0008,SESS1288,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,doorbell
ROW36673,1230,html-button-response,27,659616,0,P1846,STUDY0008,SESS1288,0,0,category_section_intro,
ROW36674,2080,survey-multi-select,26,658385,0,P1846,STUDY0008,SESS1288,0,"{""Q0"":[""material""]}",category_organization_semblocked,trash
ROW36675,3648,html-button-response,29,666567,0,P1846,STUDY0008,SESS1288,0,0,category_section_intro,
ROW36676,3266,survey-multi-select,30,669834,0,P1846,STUDY0008,SESS1288,0,"{""Q0"":[""shape"",""color""]}",category_organization_semblocked,seagull
ROW36677,4316,survey-multi-select,31,674152,0,P1846,STUDY0008,SESS1288,0,"{""Q0"":[""shape""]}",category_organization_semblocked,tram
ROW36678,2480,survey-multi-select,32,676634,0,P1846,STUDY0008,SESS1288,0,"{""Q0"":[""none of these""]}",category_organization_semblocked,wombat
ROW36679,4368,survey-multi-select,33,681003,0,P1846,STUDY0008,SESS1288,0,"{""Q0"":[""color""]}",category_organization_semblocked,lavender
ROW36680,3988,instructions,35,687352,0,P1846,STUDY0008,SESS1288,0,,,
ROW36681,2361,html-button-response,34,683365,0,P1846,STUDY0008,SESS1288,0,0,,
ROW36682,9243,instructions,0,9248,0,P0980,STUDY0008,SESS1332,0,,,
ROW36683,11088,html-button-response,1,20339,0,P0980,STUDY0008,SESS1332,0,0,precautions_survey,
ROW36684,16853,html-button-response,2,37193,0,P0980,STUDY0008,SESS1332,0,0,vocabulary_classification_criteria,
ROW36685,20117,html-button-response,3,57312,0,P0980,STUDY0008,SESS1332,0,0,lavender_instruction,
ROW36686,18683,html-button-response,4,75995,0,P0980,STUDY0008,SESS1332,0,0,category_section_intro,
ROW36687,29675,survey-multi-select,5,105674,0,P0980,STUDY0008,SESS1332,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,locomotive
ROW36688,5609,survey-multi-select,6,111286,0,P0980,STUDY0008,SESS1332,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,train
ROW36689,7221,survey-multi-select,7,118510,0,P0980,STUDY0008,SESS1332,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,trolley
ROW36690,32559,html-button-response,8,151070,0,P0980,STUDY0008,SESS1332,0,0,category_section_intro,
ROW36691,79394,survey-multi-select,9,230466,0,P0980,STUDY0008,SESS1332,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,robot
ROW36692,4452,survey-multi-select,10,234920,0,P0980,STUDY0008,SESS1332,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,sticker
ROW36693,2769,html-button-response,11,237690,0,P0980,STUDY0008,SESS1332,0,0,category_section_intro,
ROW36694,5884,survey-multi-select,12,243577,0,P0980,STUDY0008,SESS1332,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,beads
ROW36695,4591,html-button-response,13,248169,0,P0980,STUDY0008,SESS1332,0,0,category_section_intro,
ROW36696,8284,survey-multi-select,14,256455,0,P0980,STUDY0008,SESS1332,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,oven
ROW36697,8245,survey-multi-select,15,264701,0,P0980,STUDY0008,SESS1332,0,"{""Q0"":[""shape"",""color""]}",category_organization_semblocked,puddle
ROW36698,1916,html-button-response,16,266619,0,P0980,STUDY0008,SESS1332,0,0,category_section_intro,
ROW36699,7204,survey-multi-select,17,273825,0,P0980,STUDY0008,SESS1332,0,"{""Q0"":[""color""]}",category_organization_semblocked,applesauce
ROW36700,7818,survey-multi-select,18,281645,0,P0980,STUDY0008,SESS1332,0,"{""Q0"":[""color"",""material""]}",category_organization_semblocked,hot dog
ROW36701,4726,survey-multi-select,19,286373,0,P0980,STUDY0008,SESS1332,0,"{""Q0"":[""color"",""material""]}",category_organization_semblocked,juice
ROW36702,7687,survey-multi-select,20,294063,0,P0980,STUDY0008,SESS1332,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_semblocked,meat
